generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
agrawal1;abrupt;20K;NB;basic;0.6262;0.0024;0.2749;0.0044;3.3667;0.183;63434.4107;246.4311;0.0;0.0
agrawal1;gradual;20K;NB;basic;0.6262;0.0024;0.2749;0.0045;3.1333;0.1291;63313.92;0.0;0.0;0.0
agrawal1;abrupt;20K;HT;basic;0.7083;0.0038;0.4239;0.007;3.4333;0.1882;2016761.1733;51528.7425;0.0;0.0
agrawal1;abrupt;20K;NoChange;basic;0.5574;0.0013;0.0992;0.0026;1.3667;0.183;624.6;25.3859;0.0;0.0
agrawal1;gradual;20K;NoChange;basic;0.5557;0.0015;0.0957;0.003;1.0667;0.0947;531.0;0.0;0.0;0.0
agrawal1;abrupt;20K;MajClass;basic;0.5656;0.0013;0.1852;0.0018;1.3667;0.183;730.6;25.3859;0.0;0.0
agrawal1;gradual;20K;MajClass;basic;0.5655;0.0013;0.1849;0.0019;1.4;0.1861;637.0;0.0;0.0;0.0
agrawal1;abrupt;20K;HT;ADWIN;0.7201;0.0036;0.4241;0.0077;5.2667;0.1679;78045.8667;7062.7175;6.6333;0.2296
agrawal1;abrupt;20K;HT;BOCD;0.7253;0.0025;0.4341;0.0053;571.9667;43.5466;124663802.5387;21786217.3248;6.5667;0.2718
agrawal1;abrupt;20K;HT;CUSUM;0.7668;0.0053;0.518;0.0108;4.2667;0.1945;257872.896;97444.5912;3.4667;0.2727
agrawal1;abrupt;20K;HT;DDM;0.7565;0.0073;0.4972;0.0146;5.4;2.0954;457449.472;153737.4675;3.3667;0.4852
agrawal1;abrupt;20K;HT;ECDD;0.7061;0.0045;0.3961;0.0092;5.2333;1.1253;104412.8427;7612.0314;24.9333;1.3081
agrawal1;abrupt;20K;HT;EDDM;0.7347;0.0065;0.4539;0.0123;4.2;0.1519;428552.192;136301.9647;11.1667;2.7651
agrawal1;abrupt;20K;HT;GMA;0.7083;0.0038;0.4239;0.007;4.1333;0.1291;2017809.7493;51777.9523;0.0;0.0
agrawal1;abrupt;20K;HT;HDDMA;0.7728;0.0052;0.5307;0.0106;4.8667;0.2133;347761.664;142497.7519;4.3;0.2622
agrawal1;abrupt;20K;HT;HDDMW;0.7673;0.0069;0.5183;0.0144;4.5667;0.2122;206457.5147;95935.4882;6.7;0.5896
agrawal1;abrupt;20K;HT;KSWIN;0.7302;0.0038;0.4565;0.0075;12.4933;0.1383;971462.3829;103260.4668;0.7933;0.0863
agrawal1;abrupt;20K;HT;PH;0.7281;0.0046;0.4444;0.0095;4.2333;0.1606;589682.0053;73934.0752;1.5;0.2548
agrawal1;abrupt;20K;HT;RDDM;0.7627;0.0046;0.5099;0.0097;4.4333;0.1882;237988.1813;67587.3717;6.2;0.703
agrawal1;abrupt;20K;HT;STEPD;0.727;0.004;0.4363;0.0078;7.8333;0.1722;161659.2213;68088.5781;15.3;1.264
agrawal1;abrupt;20K;NB;ADWIN;0.702;0.0023;0.3941;0.0043;6.0667;0.4267;72168.7893;489.5379;3.7;0.2432
agrawal1;abrupt;20K;NB;BOCD;0.7127;0.0029;0.4154;0.0055;1148.5333;80.9935;58317602.816;20956707.7473;4.0333;0.0682
agrawal1;abrupt;20K;NB;CUSUM;0.717;0.0028;0.4228;0.0053;4.9333;0.3242;65812.48;51.5549;3.8;0.1808
agrawal1;abrupt;20K;NB;DDM;0.6966;0.0057;0.3834;0.0109;5.0667;0.3242;126187.8613;4218.5428;3.1333;0.4777
agrawal1;abrupt;20K;NB;ECDD;0.7144;0.0019;0.4169;0.0039;5.5667;0.3051;114342.5707;9451.2009;30.0333;1.8227
agrawal1;abrupt;20K;NB;EDDM;0.684;0.0029;0.3612;0.0057;4.8667;0.3213;129185.1093;94.7892;11.8667;2.1433
agrawal1;abrupt;20K;NB;GMA;0.6262;0.0024;0.2749;0.0044;4.8667;0.3213;65661.6107;48.4488;0.0;0.0
agrawal1;abrupt;20K;NB;HDDMA;0.7171;0.005;0.4232;0.0096;5.6;0.3193;90931.8827;10834.9299;3.7667;0.3492
agrawal1;abrupt;20K;NB;HDDMW;0.7231;0.0023;0.4332;0.0045;5.5667;0.3051;102998.6987;10225.8269;8.1667;0.4395
agrawal1;abrupt;20K;NB;KSWIN;0.6531;0.0044;0.3094;0.0059;13.1867;0.3693;66703.7013;47.0148;0.5867;0.0992
agrawal1;abrupt;20K;NB;PH;0.6874;0.0023;0.3703;0.0042;4.8333;0.3265;65831.5947;48.2694;2.0667;0.0947
agrawal1;abrupt;20K;NB;RDDM;0.715;0.0055;0.4191;0.0103;5.2333;0.3205;174226.0907;8811.2818;5.5333;0.8756
agrawal1;abrupt;20K;NB;STEPD;0.7178;0.0024;0.4233;0.0045;8.3667;0.5502;135271.0827;6108.7641;13.0333;1.0492
agrawal1;gradual;20K;NB;ADWIN;0.6996;0.0027;0.3891;0.005;6.1;0.1139;72372.9067;197.5628;3.6333;0.2076
agrawal1;gradual;20K;NB;BOCD;0.7063;0.0028;0.4032;0.0054;1293.2667;82.787;49004500.3093;15821428.1224;4.0;0.0
agrawal1;gradual;20K;NB;CUSUM;0.7107;0.0044;0.4114;0.008;5.1;0.1139;65644.544;6.5539;3.5333;0.2133
agrawal1;gradual;20K;NB;DDM;0.6989;0.0048;0.389;0.0095;5.4333;0.6842;118838.9547;8107.4083;3.5333;0.5436
agrawal1;gradual;20K;NB;ECDD;0.707;0.0018;0.4015;0.0036;5.3;0.174;117192.704;7767.9642;26.7667;1.8285
agrawal1;gradual;20K;NB;EDDM;0.6843;0.0033;0.3609;0.0061;5.0333;0.0682;129088.512;122.7656;12.9;3.4536
agrawal1;gradual;20K;NB;GMA;0.6262;0.0024;0.2749;0.0045;5.0333;0.0682;65505.28;0.0;0.0;0.0
agrawal1;gradual;20K;NB;HDDMA;0.7086;0.0036;0.4076;0.0066;5.6667;0.615;99994.9653;10900.766;3.7333;0.2931
agrawal1;gradual;20K;NB;HDDMW;0.7152;0.0025;0.4178;0.0047;5.2333;0.1606;109988.1813;10206.1019;7.5667;0.4239
agrawal1;gradual;20K;NB;KSWIN;0.6299;0.0018;0.28;0.0027;13.4467;0.1145;66520.064;26.5501;0.1133;0.0513
agrawal1;gradual;20K;NB;PH;0.6866;0.0023;0.3687;0.0042;5.0667;0.0947;65680.384;2.0943;2.0333;0.0682
agrawal1;gradual;20K;NB;RDDM;0.7138;0.0036;0.4161;0.0067;5.1333;0.1291;170958.5067;9931.5973;6.3333;0.6455
agrawal1;gradual;20K;NB;STEPD;0.7099;0.0027;0.4073;0.0051;8.6;0.2103;134013.6107;7047.8268;12.5333;1.064
