generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
stagger;abrupt;50K;NB;basic;0.637;0.001;0.1499;0.0015;4.2667;0.1679;22298.2827;200.3561;0.0;0.0
stagger;gradual;50K;NB;basic;0.6382;0.001;0.1531;0.0016;3.7;0.1998;22298.2827;200.3561;0.0;0.0
stagger;gradual;50K;HT;basic;0.7559;0.0019;0.4887;0.0037;2.9667;0.1545;133901.9947;70.5086;0.0;0.0
stagger;abrupt;50K;NoChange;basic;0.6342;0.001;0.2375;0.0022;1.0;0.0;624.6;25.3859;0.0;0.0
stagger;gradual;50K;NoChange;basic;0.6309;0.001;0.2308;0.0023;0.9667;0.0682;624.6;25.3859;0.0;0.0
stagger;abrupt;50K;MajClass;basic;0.6005;0.0011;-0.0;0.0;1.0;0.0;730.6;25.3859;0.0;0.0
stagger;gradual;50K;MajClass;basic;0.6004;0.0011;-0.0;0.0;1.0;0.0;730.6;25.3859;0.0;0.0
stagger;abrupt;50K;NB;ADWIN;0.8505;0.0034;0.695;0.0066;8.9;0.3842;32079.5307;271.0429;6.7667;0.7317
stagger;abrupt;50K;NB;BOCD;0.8591;0.0037;0.7123;0.0071;4467.5;342.917;214586884.096;62530990.2623;9.1333;0.1895
stagger;abrupt;50K;NB;CUSUM;0.8602;0.0043;0.7141;0.0081;7.1;0.2471;24796.5013;56.5428;6.2333;0.6628
stagger;abrupt;50K;NB;DDM;0.8534;0.0239;0.6934;0.0498;7.2;0.2481;40278.6987;3518.5016;9.6;1.8801
stagger;abrupt;50K;NB;ECDD;0.917;0.0103;0.8283;0.0205;7.8;0.3162;38267.904;3735.3099;83.3333;5.5388
stagger;abrupt;50K;NB;EDDM;0.8815;0.0149;0.7564;0.0298;6.8;0.3162;29459.456;1411.5001;51.7;8.8321
stagger;abrupt;50K;NB;GMA;0.637;0.001;0.1499;0.0015;6.8;0.3162;24546.6453;48.4883;0.0;0.0
stagger;abrupt;50K;NB;HDDMA;0.8846;0.0104;0.7632;0.0204;7.8;0.3162;31087.9573;3049.3353;5.2333;0.6555
stagger;abrupt;50K;NB;HDDMW;0.8678;0.006;0.731;0.0121;7.8;0.3162;27863.04;72.8128;8.6333;0.6466
stagger;abrupt;50K;NB;KSWIN;0.7596;0.0165;0.4731;0.0387;23.5733;0.4284;25773.6704;48.5779;2.0467;0.1981
stagger;abrupt;50K;NB;PH;0.8544;0.0043;0.7024;0.0082;6.8;0.3162;24813.2267;48.6373;5.0;0.4043
stagger;abrupt;50K;NB;RDDM;0.8794;0.0158;0.7508;0.0318;7.3333;0.2041;92201.6427;3959.2879;18.8;3.0087
stagger;abrupt;50K;NB;STEPD;0.8852;0.0102;0.7641;0.0205;13.8;0.5226;53461.6747;3331.5369;38.1333;3.1802
stagger;gradual;50K;HT;ADWIN;0.7604;0.003;0.5228;0.0049;5.9667;0.3732;19295.232;621.0244;37.2;0.668
stagger;gradual;50K;HT;BOCD;0.7912;0.0059;0.5828;0.0112;1186.2667;42.5471;62015051.0933;21371062.5614;30.9333;0.7528
stagger;gradual;50K;HT;CUSUM;0.9074;0.0055;0.8097;0.0112;4.2667;0.2931;35627.6907;58.5766;6.1333;0.2133
stagger;gradual;50K;HT;DDM;0.9022;0.0078;0.7964;0.017;4.4;0.2703;36787.2;4077.5737;10.3667;0.8174
stagger;gradual;50K;HT;ECDD;0.8746;0.0138;0.7391;0.0281;4.5;0.2548;30586.5387;4737.801;34.1;2.0694
stagger;gradual;50K;HT;EDDM;0.8835;0.0078;0.7594;0.0158;3.6;0.1861;39936.0;2598.307;27.4333;3.4818
stagger;gradual;50K;HT;GMA;0.7559;0.0019;0.4887;0.0037;4.3333;0.2831;136079.36;0.0;0.0;0.0
stagger;gradual;50K;HT;HDDMA;0.9057;0.0082;0.8065;0.0163;4.8;0.2842;38566.5707;1326.8289;6.8667;0.4777
stagger;gradual;50K;HT;HDDMW;0.9306;0.0204;0.8583;0.0408;4.6;0.2519;35462.8267;4404.2016;7.3;1.6904
stagger;gradual;50K;HT;KSWIN;0.7663;0.0041;0.51;0.0082;20.6;0.4617;131013.3589;3288.79;0.3;0.093
stagger;gradual;50K;HT;PH;0.855;0.011;0.6996;0.0225;3.6667;0.2041;35738.624;136.1105;3.2;0.1808
stagger;gradual;50K;HT;RDDM;0.8902;0.0067;0.773;0.0133;4.5;0.273;96508.5867;2424.6446;15.0;1.3229
stagger;gradual;50K;HT;STEPD;0.7982;0.0142;0.597;0.0264;10.8;0.5997;30562.6453;590.8316;52.5667;7.97
stagger;gradual;50K;NB;ADWIN;0.8725;0.0085;0.7385;0.0169;8.8;0.3311;32109.2267;281.1816;10.3667;0.8115
stagger;gradual;50K;NB;BOCD;0.8937;0.0094;0.7805;0.0185;3874.0333;166.0812;204359611.7333;72059580.319;11.3333;0.2996
stagger;gradual;50K;NB;CUSUM;0.9574;0.0035;0.9106;0.0071;6.7333;0.3091;24754.5173;60.6465;5.1667;0.4503
stagger;gradual;50K;NB;DDM;0.92;0.0261;0.8301;0.0556;6.7333;0.3091;37802.6667;3707.6732;9.3;1.5165
stagger;gradual;50K;NB;ECDD;0.9599;0.0014;0.9156;0.0029;7.3;0.2432;40030.208;3720.9448;45.0333;4.74
stagger;gradual;50K;NB;EDDM;0.9532;0.0036;0.9019;0.0074;6.6;0.2519;31468.544;2874.2863;30.0;3.7916
stagger;gradual;50K;NB;GMA;0.6382;0.001;0.1531;0.0016;6.6333;0.2683;24546.6453;48.4883;0.0;0.0
stagger;gradual;50K;NB;HDDMA;0.959;0.003;0.914;0.0061;7.7333;0.3091;30346.9227;2870.6267;4.8;0.4319
stagger;gradual;50K;NB;HDDMW;0.9588;0.0035;0.9137;0.0071;7.6333;0.2683;27668.48;66.2813;4.0;0.0
stagger;gradual;50K;NB;KSWIN;0.6465;0.0041;0.1812;0.0122;23.9933;0.3865;25470.0203;34.2165;0.2533;0.0752
stagger;gradual;50K;NB;PH;0.931;0.0111;0.8567;0.0227;6.7;0.2966;24822.784;51.7048;5.2;0.4319
stagger;gradual;50K;NB;RDDM;0.9534;0.0051;0.9017;0.011;6.7667;0.3051;92440.2347;3905.3032;15.5333;2.8969
stagger;gradual;50K;NB;STEPD;0.9499;0.006;0.8952;0.0121;13.3333;0.5401;55103.1467;2967.5826;25.7333;2.9072
