generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
stagger;abrupt;500K;NB;basic;0.6365;0.0005;0.1495;0.0011;46.4;0.6911;22495.232;667.1373;0.0;0.0
stagger;gradual;500K;NB;basic;0.6366;0.0005;0.1498;0.0011;44.6;0.6911;22200.32;0.0;0.0;0.0
stagger;abrupt;500K;HT;basic;0.9685;0.0008;0.9342;0.0017;35.7;1.786;189466.624;1829.7021;0.0;0.0
stagger;gradual;500K;HT;basic;0.9709;0.0014;0.9392;0.003;35.2;1.8409;187577.344;3021.0881;0.0;0.0
stagger;abrupt;500K;NoChange;basic;0.6346;0.0004;0.2388;0.0009;13.0;0.0;703.0;17.3268;0.0;0.0
stagger;gradual;500K;NoChange;basic;0.6343;0.0004;0.2381;0.0009;11.8;0.3016;623.0;17.3268;0.0;0.0
stagger;abrupt;500K;MajClass;basic;0.6;0.0006;0.0;0.0;15.0;0.0;809.0;17.3268;0.0;0.0
stagger;gradual;500K;MajClass;basic;0.6;0.0006;0.0;0.0;14.0;0.0;729.0;17.3268;0.0;0.0
stagger;abrupt;500K;BOLE;basic;0.9414;0.0073;0.881;0.0144;251.35;5.1094;1831337.984;16258.7604;0.0;0.0
stagger;abrupt;500K;BOLE;ADWIN;0.77;0.0028;0.5007;0.0063;588.2;13.0105;380361.728;7457.3238;0.0;0.0
stagger;abrupt;500K;BOLE;CUSUM;0.999;0.0003;0.9979;0.0006;289.25;6.1658;339246.592;9355.1737;0.0;0.0
stagger;abrupt;500K;BOLE;DDM;0.9944;0.0007;0.9883;0.0015;329.95;9.8201;803197.952;46439.6104;0.0;0.0
stagger;abrupt;500K;BOLE;ECDD;0.9587;0.0058;0.9138;0.0122;432.8;9.8997;1916272.64;78469.3246;0.0;0.0
stagger;abrupt;500K;BOLE;EDDM;0.9769;0.0042;0.9519;0.0087;327.65;13.516;1121952.768;82188.7141;0.0;0.0
stagger;abrupt;500K;BOLE;GMA;0.9414;0.0073;0.881;0.0144;320.65;10.1761;1845493.76;16392.6915;0.0;0.0
stagger;abrupt;500K;BOLE;HDDMA;0.9851;0.002;0.969;0.0041;426.0;12.7305;1325924.352;88441.9579;0.0;0.0
stagger;abrupt;500K;BOLE;HDDMW;0.9967;0.0007;0.9932;0.0015;396.35;12.9079;534524.416;26162.7998;0.0;0.0
stagger;abrupt;500K;BOLE;KSWIN;0.9976;0.0002;0.9949;0.0005;1068.5;14.5734;459615.0272;5766.9992;0.0;0.0
stagger;abrupt;500K;BOLE;PH;0.9991;0.0002;0.9981;0.0005;263.0;4.3772;337067.008;6489.7074;0.0;0.0
stagger;abrupt;500K;BOLE;RDDM;0.9947;0.0009;0.9889;0.0019;366.95;15.624;1288699.904;34916.019;0.0;0.0
stagger;abrupt;500K;BOLE;STEPD;0.7708;0.0492;0.506;0.1104;882.55;27.546;1412956.16;35096.1606;0.0;0.0
stagger;abrupt;500K;HT;ADWIN;0.7557;0.0007;0.5172;0.0014;63.8;3.4686;30545.92;475.6467;346.1;1.9504
stagger;abrupt;500K;HT;BOCD;0.7567;0.0006;0.521;0.0012;12977.1;328.1158;45002190.848;47376795.3733;301.4;1.6928
stagger;abrupt;500K;HT;CUSUM;0.9912;0.0005;0.9816;0.0011;45.0;2.5682;35824.64;62.6584;4.0;0.0
stagger;abrupt;500K;HT;DDM;0.9913;0.0013;0.9819;0.0027;45.7;2.6349;43390.976;2512.5664;6.5;0.9686
stagger;abrupt;500K;HT;ECDD;0.9443;0.0103;0.8826;0.0217;49.5;2.9639;50437.12;1871.552;231.0;48.7995
stagger;abrupt;500K;HT;EDDM;0.9889;0.0017;0.9769;0.0035;40.9;2.3229;42662.912;475.108;22.3;4.7217
stagger;abrupt;500K;HT;GMA;0.9685;0.0008;0.9342;0.0017;45.2;2.7562;191993.856;1840.3202;0.0;0.0
stagger;abrupt;500K;HT;HDDMA;0.9915;0.0005;0.9823;0.001;52.9;3.329;39583.744;1556.6897;4.0;0.0
stagger;abrupt;500K;HT;HDDMW;0.9594;0.0361;0.9177;0.0716;49.3;4.1719;43529.216;2032.2751;31.7;28.7729
stagger;abrupt;500K;HT;KSWIN;0.9891;0.001;0.9772;0.0021;140.0;3.3321;49174.1184;7042.0018;2.92;0.2683
stagger;abrupt;500K;HT;PH;0.9905;0.0014;0.9803;0.0028;42.3;2.3618;35884.032;42.2994;4.0;0.0
stagger;abrupt;500K;HT;RDDM;0.9898;0.0022;0.9788;0.0045;47.9;2.6435;101065.728;2357.4174;13.3;5.0024
stagger;abrupt;500K;HT;STEPD;0.7727;0.0204;0.5605;0.0369;108.1;5.6473;52034.56;6056.7521;570.6;72.2508
stagger;abrupt;500K;NB;ADWIN;0.8442;0.0017;0.6838;0.0033;99.7;0.7578;34681.856;198.9226;11.2;3.9729
stagger;abrupt;500K;NB;CUSUM;0.8573;0.0048;0.7092;0.0091;77.7;0.5889;25613.312;275.9514;24.4;6.9863
stagger;abrupt;500K;NB;DDM;0.8589;0.0519;0.7037;0.1073;79.5;0.9686;43220.992;6475.0793;28.7;20.1744
stagger;abrupt;500K;NB;ECDD;0.9075;0.0197;0.8093;0.0394;83.3;0.5889;64507.904;8670.8116;857.6;104.7684
