generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
sea;abrupt;20K;NB;basic;0.915;0.001;0.8037;0.003;4.5667;5.5356;22298.624;201.0543;0.0;0.0
sea;gradual;20K;NB;basic;0.915;0.001;0.8036;0.003;1.0333;0.0682;22200.32;0.0;0.0;0.0
sea;abrupt;20K;HT;basic;0.9261;0.0009;0.8357;0.0023;1.1;0.1139;210604.032;4680.1085;0.0;0.0
sea;gradual;20K;HT;basic;0.926;0.0008;0.8355;0.0022;1.0;0.0;209198.7627;5455.0316;0.0;0.0
sea;abrupt;20K;NoChange;basic;0.5596;0.0027;0.026;0.004;0.0;0.0;624.6;25.3859;0.0;0.0
sea;gradual;20K;NoChange;basic;0.5582;0.0029;0.0231;0.0043;0.0;0.0;531.0;0.0;0.0;0.0
sea;abrupt;20K;MajClass;basic;0.6543;0.0026;-0.0001;0.0001;0.0333;0.0682;730.6;25.3859;0.0;0.0
sea;gradual;20K;MajClass;basic;0.6543;0.0026;-0.0001;0.0001;0.0;0.0;637.0;0.0;0.0;0.0
sea;abrupt;20K;BOLE;basic;0.9614;0.0004;0.9145;0.0009;15.24;0.4149;4019121.9029;43658.2296;0.0;0.0
sea;abrupt;20K;BOLE;ADWIN;0.944;0.0004;0.8752;0.001;29.4533;0.8289;471889.5787;13094.9536;0.0;0.0
sea;abrupt;20K;BOLE;BOCD;0.9406;0.0004;0.8676;0.0009;1030.6333;41.7695;120031543.296;10489613.5902;0.0;0.0
sea;abrupt;20K;BOLE;CUSUM;0.9611;0.0003;0.9135;0.0008;20.72;0.5762;857405.1669;26935.4453;0.0;0.0
sea;abrupt;20K;BOLE;DDM;0.9426;0.0007;0.8721;0.0015;21.7933;0.6287;968110.4213;34720.11;0.0;0.0
sea;abrupt;20K;BOLE;ECDD;0.8841;0.0005;0.7402;0.0012;23.5333;0.6829;455203.4987;5109.9901;0.0;0.0
sea;abrupt;20K;BOLE;EDDM;0.9101;0.001;0.7987;0.0023;18.88;0.5645;555233.1435;22653.0497;0.0;0.0
sea;abrupt;20K;BOLE;GMA;0.9614;0.0004;0.9145;0.0009;20.7067;0.5992;4034850.5429;43681.4326;0.0;0.0
sea;abrupt;20K;BOLE;HDDMA;0.8987;0.0005;0.773;0.0013;25.32;0.7538;427880.2432;7422.1976;0.0;0.0
sea;abrupt;20K;BOLE;HDDMW;0.9221;0.0005;0.8259;0.0013;25.42;0.8082;429087.1296;10617.6641;0.0;0.0
sea;abrupt;20K;BOLE;KSWIN;0.9405;0.0002;0.8674;0.0005;99.8747;1.5672;490927.459;6143.4513;0.0;0.0
sea;abrupt;20K;BOLE;PH;0.9686;0.0002;0.9303;0.0005;19.7467;0.5792;2038222.0288;59873.4061;0.0;0.0
sea;abrupt;20K;BOLE;RDDM;0.9254;0.0006;0.8335;0.0013;21.3133;0.6325;1146891.8101;16103.6413;0.0;0.0
sea;abrupt;20K;BOLE;STEPD;0.9062;0.0004;0.7897;0.001;39.1667;1.1519;506052.8811;6252.579;0.0;0.0
sea;abrupt;20K;HT;ADWIN;0.9398;0.0017;0.8641;0.0039;2.2;0.1808;74966.6987;17911.9157;2.9667;0.2856
sea;abrupt;20K;HT;BOCD;0.9426;0.0014;0.8707;0.0032;1748.9;176.6537;78880178.176;70466595.4825;2.9333;0.0947
sea;abrupt;20K;HT;CUSUM;0.9412;0.0014;0.8674;0.0034;1.3667;0.183;104194.7307;17158.225;2.2333;0.1606
sea;abrupt;20K;HT;DDM;0.9371;0.0022;0.8577;0.0054;1.5;0.1899;115460.7787;23978.4317;5.5;0.8306
sea;abrupt;20K;HT;ECDD;0.934;0.0014;0.8522;0.0034;1.8667;0.1621;48483.6693;4013.2795;26.0;1.4709
sea;abrupt;20K;HT;EDDM;0.9389;0.0015;0.8625;0.0035;1.1667;0.1415;64478.5493;14121.1271;8.4;1.1914
sea;abrupt;20K;HT;GMA;0.9261;0.0009;0.8357;0.0023;1.3333;0.2041;212728.832;4694.9221;0.0;0.0
sea;abrupt;20K;HT;HDDMA;0.9412;0.0015;0.8676;0.0036;2.0;0.0981;118114.304;12935.3621;2.5667;0.2718
sea;abrupt;20K;HT;HDDMW;0.9264;0.0011;0.8363;0.0026;1.8333;0.1722;217085.6107;7986.4118;0.0333;0.0682
sea;abrupt;20K;HT;KSWIN;0.9261;0.0004;0.8357;0.001;6.6;0.1436;213689.0027;2000.892;0.0;0.0
sea;abrupt;20K;HT;PH;0.9354;0.0014;0.8565;0.0034;1.2667;0.1679;129418.24;9374.1753;1.1333;0.1291
sea;abrupt;20K;HT;RDDM;0.9413;0.0024;0.8667;0.0057;1.5667;0.2338;132542.464;21249.6711;9.0333;0.943
sea;abrupt;20K;HT;STEPD;0.945;0.0012;0.8751;0.0031;4.1667;0.1722;65066.3253;2507.1302;10.8667;1.0319
sea;abrupt;20K;NB;ADWIN;0.9376;0.0012;0.8598;0.0028;9.3333;10.3525;31969.9627;372.5088;2.5333;0.2898
sea;abrupt;20K;NB;BOCD;0.9396;0.0016;0.8646;0.0042;3228.7667;663.4822;237546758.144;146999277.2849;2.8;0.1519
sea;abrupt;20K;NB;CUSUM;0.9406;0.0009;0.8671;0.0021;19.3667;28.3133;24628.9067;53.249;2.2333;0.2122
sea;abrupt;20K;NB;DDM;0.9389;0.003;0.8612;0.0071;16.6;27.253;40091.648;3677.8511;4.7333;0.6789
sea;abrupt;20K;NB;ECDD;0.9361;0.001;0.8571;0.0023;5.1667;2.9826;41115.648;3370.0673;26.4;1.1206
sea;abrupt;20K;NB;EDDM;0.9403;0.0015;0.8652;0.0036;3.1;0.2659;37009.0667;2823.5909;7.5;1.117
sea;abrupt;20K;NB;GMA;0.915;0.001;0.8037;0.003;3.1333;0.3213;24521.0453;49.1056;0.0;0.0
sea;abrupt;20K;NB;HDDMA;0.9406;0.0017;0.8672;0.0038;3.5667;0.446;28124.8427;1917.1435;2.2;0.1808
sea;abrupt;20K;NB;HDDMW;0.9176;0.0022;0.8103;0.0058;3.4333;0.3352;37032.96;3325.9622;0.2333;0.1606
sea;abrupt;20K;NB;KSWIN;0.915;0.0004;0.8037;0.0013;17.8933;11.2287;25351.5093;13.108;0.0;0.0
