generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
sea;abrupt;50K;NB;basic;0.9158;0.0009;0.8063;0.0026;4.0333;0.5141;22298.624;201.0543;0.0;0.0
sea;gradual;50K;NB;basic;0.9158;0.0009;0.8063;0.0026;3.8333;0.5288;22298.624;201.0543;0.0;0.0
sea;abrupt;50K;HT;basic;0.9329;0.0007;0.8498;0.0018;3.9;0.1139;410047.488;14879.8842;0.0;0.0
sea;gradual;50K;HT;basic;0.9328;0.0007;0.8495;0.0019;3.4333;0.1882;408294.4;15135.8952;0.0;0.0
sea;abrupt;50K;NoChange;basic;0.5579;0.0019;0.0251;0.0031;0.9667;0.0682;624.6;25.3859;0.0;0.0
sea;gradual;50K;NoChange;basic;0.5573;0.0019;0.024;0.0031;0.6;0.1861;624.6;25.3859;0.0;0.0
sea;abrupt;50K;MajClass;basic;0.6523;0.0021;-0.0;0.0;1.0;0.0;730.6;25.3859;0.0;0.0
sea;gradual;50K;MajClass;basic;0.6523;0.0021;-0.0;0.0;1.0;0.0;730.6;25.3859;0.0;0.0
sea;abrupt;50K;BOLE;basic;0.9678;0.0003;0.9291;0.0007;37.74;0.5581;9815370.4107;68840.1829;0.0;0.0
sea;abrupt;50K;BOLE;ADWIN;0.9456;0.0003;0.8791;0.0007;69.7533;1.0216;469870.3189;12402.7129;0.0;0.0
sea;abrupt;50K;BOLE;BOCD;0.942;0.0003;0.8712;0.0006;2228.3;48.5709;134687769.6683;14204211.9326;0.0;0.0
sea;abrupt;50K;BOLE;CUSUM;0.9684;0.0002;0.9301;0.0005;50.0467;0.8088;977627.3408;40681.8156;0.0;0.0
sea;abrupt;50K;BOLE;DDM;0.9537;0.0005;0.8974;0.001;52.2933;0.7635;1286176.4949;56338.8989;0.0;0.0
sea;abrupt;50K;BOLE;ECDD;0.8841;0.0003;0.741;0.0009;55.7867;0.8693;568973.0389;5294.4615;0.0;0.0
sea;abrupt;50K;BOLE;EDDM;0.9221;0.0012;0.8263;0.0026;45.68;0.7614;809215.0443;40146.3034;0.0;0.0
sea;abrupt;50K;BOLE;GMA;0.9678;0.0003;0.9291;0.0007;51.3333;0.8565;9831308.7659;68896.6701;0.0;0.0
sea;abrupt;50K;BOLE;HDDMA;0.899;0.0003;0.7743;0.0008;59.8733;0.894;506660.6592;7540.715;0.0;0.0
sea;abrupt;50K;BOLE;HDDMW;0.9253;0.0005;0.8337;0.0011;59.98;0.9229;481732.1984;10945.6661;0.0;0.0
sea;abrupt;50K;BOLE;KSWIN;0.9454;0.0002;0.879;0.0004;223.6173;1.5197;558705.0769;8408.7799;0.0;0.0
sea;abrupt;50K;BOLE;PH;0.9781;0.0002;0.9516;0.0004;47.36;0.695;3280854.4939;92455.2368;0.0;0.0
sea;abrupt;50K;BOLE;RDDM;0.9309;0.0007;0.8462;0.0015;51.1467;0.7379;1226554.2997;20604.6729;0.0;0.0
sea;abrupt;50K;BOLE;STEPD;0.9066;0.0003;0.7914;0.0009;93.0333;1.3856;585481.4891;6827.4893;0.0;0.0
sea;abrupt;50K;HT;ADWIN;0.9428;0.0011;0.8719;0.0025;7.5667;0.2535;79552.512;17248.0491;7.2667;0.4378
sea;abrupt;50K;HT;BOCD;0.9443;0.0007;0.875;0.0016;4665.7667;233.2827;463389561.5147;72939122.4273;7.1;0.1139
sea;abrupt;50K;HT;CUSUM;0.9496;0.0009;0.8874;0.0022;5.6;0.2103;125175.808;3369.476;4.2333;0.1882
sea;abrupt;50K;HT;DDM;0.9473;0.0015;0.8818;0.0033;5.6;0.2321;137838.9333;26430.9116;10.1;1.3741
sea;abrupt;50K;HT;ECDD;0.936;0.0008;0.8574;0.0021;5.9667;0.183;51329.3653;3557.453;62.6;1.8466
sea;abrupt;50K;HT;EDDM;0.9427;0.0013;0.8718;0.0032;4.9333;0.1679;102868.6507;19871.8258;18.2;1.9351
sea;abrupt;50K;HT;GMA;0.9329;0.0007;0.8498;0.0018;5.0333;0.2076;412341.5893;14884.949;0.0;0.0
sea;abrupt;50K;HT;HDDMA;0.9507;0.0014;0.8898;0.0033;6.1333;0.2727;155298.816;26420.8785;4.2667;0.4378
sea;abrupt;50K;HT;HDDMW;0.9351;0.0018;0.8551;0.0044;5.8333;0.2419;394286.4213;30164.4126;0.2333;0.1606
sea;abrupt;50K;HT;KSWIN;0.9329;0.0003;0.8498;0.0008;20.0867;0.2747;413175.1253;6341.313;0.0;0.0
sea;abrupt;50K;HT;PH;0.9431;0.0008;0.8737;0.002;5.1;0.1503;221618.5173;27436.8452;1.9;0.2268
sea;abrupt;50K;HT;RDDM;0.9447;0.0014;0.875;0.0034;5.9333;0.1363;133412.1813;16698.2446;22.4333;2.0795
sea;abrupt;50K;HT;STEPD;0.9467;0.0008;0.8791;0.0021;13.0667;0.3387;65297.7493;6670.0602;25.9667;1.0307
sea;abrupt;50K;NB;ADWIN;0.9437;0.0008;0.8727;0.0021;9.5333;1.4602;32494.2507;98.2163;4.0667;0.3242
sea;abrupt;50K;NB;BOCD;0.9437;0.001;0.8725;0.0025;7214.8667;1274.3825;281962785.4507;50625451.5175;6.1;0.1139
sea;abrupt;50K;NB;CUSUM;0.9455;0.001;0.8763;0.0025;7.2;0.8571;24673.9627;52.174;3.9;0.1139
sea;abrupt;50K;NB;DDM;0.9394;0.0034;0.8623;0.008;7.8333;1.6528;41528.6613;3402.4105;5.6;0.9487
sea;abrupt;50K;NB;ECDD;0.9373;0.0008;0.8601;0.0019;7.5667;0.8417;44406.4427;2656.7525;68.0;2.221
sea;abrupt;50K;NB;EDDM;0.9425;0.0014;0.8704;0.0034;6.4667;0.7767;34248.0213;2693.0684;9.1;1.4323
sea;abrupt;50K;NB;GMA;0.9158;0.0009;0.8063;0.0026;6.7333;0.7334;24521.0453;49.1056;0.0;0.0
sea;abrupt;50K;NB;HDDMA;0.9453;0.0018;0.8767;0.004;7.7333;1.0467;30285.4827;2671.1058;3.4;0.334
sea;abrupt;50K;NB;HDDMW;0.9211;0.0025;0.8198;0.0063;7.4667;0.7767;37383.5093;3554.6125;0.4333;0.2122
sea;abrupt;50K;NB;KSWIN;0.9158;0.0004;0.8063;0.0011;22.4933;2.1107;25351.5093;13.108;0.0;0.0
sea;abrupt;50K;NB;PH;0.9425;0.0008;0.8718;0.0019;6.4;0.5768;24695.808;49.3378;2.1667;0.1722
sea;abrupt;50K;NB;RDDM;0.9451;0.0018;0.8755;0.0043;7.3333;0.7987;98587.648;3391.6147;10.3333;1.9324
sea;abrupt;50K;NB;STEPD;0.9484;0.0009;0.8829;0.0025;20.6333;14.1264;54597.632;3049.1403;21.2333;1.8701
sea;gradual;50K;BOLE;basic;0.9678;0.0003;0.929;0.0007;35.02;0.6493;9857802.7861;68738.7819;0.0;0.0
sea;gradual;50K;BOLE;ADWIN;0.9444;0.0003;0.8764;0.0007;64.6;1.2389;481770.9056;12313.3553;0.0;0.0
sea;gradual;50K;BOLE;BOCD;0.9404;0.0003;0.8676;0.0006;2135.58;32.127;128597849.9755;12942121.2848;0.0;0.0
sea;gradual;50K;BOLE;CUSUM;0.9664;0.0002;0.9258;0.0005;45.8667;0.9379;1003605.7429;40668.1267;0.0;0.0
sea;gradual;50K;BOLE;DDM;0.9524;0.0005;0.8944;0.0011;47.88;0.9167;1249387.5883;59358.9407;0.0;0.0
sea;gradual;50K;BOLE;ECDD;0.8828;0.0003;0.7381;0.0009;51.0133;1.0311;567117.7557;5581.1881;0.0;0.0
sea;gradual;50K;BOLE;EDDM;0.9205;0.0011;0.8228;0.0025;41.72;0.799;790679.0059;39092.0892;0.0;0.0
sea;gradual;50K;BOLE;GMA;0.9678;0.0003;0.929;0.0007;47.34;0.8791;9874300.3819;68873.2323;0.0;0.0
sea;gradual;50K;BOLE;HDDMA;0.8978;0.0004;0.7717;0.0009;55.0067;1.1144;501370.0608;6245.527;0.0;0.0
sea;gradual;50K;BOLE;HDDMW;0.9232;0.0005;0.829;0.0012;54.9867;1.1111;466185.7621;10632.6263;0.0;0.0
sea;gradual;50K;BOLE;KSWIN;0.9441;0.0002;0.876;0.0004;205.9587;1.6912;556334.2029;8113.6847;0.0;0.0
sea;gradual;50K;BOLE;PH;0.9767;0.0002;0.9486;0.0004;44.0067;0.8425;3256527.5307;95632.1909;0.0;0.0
sea;gradual;50K;BOLE;RDDM;0.9297;0.0007;0.8435;0.0015;47.4533;0.9287;1225365.9136;21453.341;0.0;0.0
sea;gradual;50K;BOLE;STEPD;0.9054;0.0003;0.7886;0.0008;85.8133;1.574;582165.504;7215.8627;0.0;0.0
sea;gradual;50K;HT;ADWIN;0.9421;0.0009;0.87;0.0022;6.7;0.4819;57923.584;12299.0199;7.4333;0.3627
sea;gradual;50K;HT;BOCD;0.9435;0.0008;0.8733;0.002;4479.7667;266.7997;362696496.4693;77974756.0567;7.1667;0.1415
sea;gradual;50K;HT;CUSUM;0.949;0.0008;0.8861;0.002;4.8333;0.3114;128781.9947;7806.3911;4.1;0.1503
sea;gradual;50K;HT;DDM;0.9448;0.0013;0.8762;0.0031;5.1667;0.3409;159328.9387;44075.2833;10.0;1.3229
sea;gradual;50K;HT;ECDD;0.9351;0.0008;0.8553;0.0021;5.1667;0.3114;51430.7413;3317.4495;62.3;1.6761
sea;gradual;50K;HT;EDDM;0.9422;0.0015;0.8706;0.0036;4.1333;0.3059;103386.112;21052.9936;16.9333;2.0333
sea;gradual;50K;HT;GMA;0.9328;0.0007;0.8495;0.0019;4.3667;0.2296;410588.8427;15142.5862;0.0;0.0
sea;gradual;50K;HT;HDDMA;0.9489;0.0012;0.886;0.0026;5.2667;0.3242;150848.512;15630.6221;3.7333;0.3789
sea;gradual;50K;HT;HDDMW;0.9352;0.0018;0.8555;0.0045;5.2;0.3007;384079.872;31230.1598;0.2667;0.1679
sea;gradual;50K;HT;KSWIN;0.9328;0.0003;0.8495;0.0008;17.9733;0.4967;411422.72;6449.927;0.0;0.0
sea;gradual;50K;HT;PH;0.9428;0.0008;0.873;0.0018;4.4333;0.2338;213584.896;28755.9156;2.0;0.2193
sea;gradual;50K;HT;RDDM;0.9454;0.0009;0.8767;0.0023;5.1667;0.3114;133730.6453;17712.6469;22.7;2.0573
sea;gradual;50K;HT;STEPD;0.9458;0.0008;0.8771;0.0022;11.4;0.6694;66793.472;10015.7833;26.4;1.3503
sea;gradual;50K;NB;ADWIN;0.9437;0.001;0.873;0.0025;8.9667;1.2149;32515.4133;153.8193;4.0;0.2942
sea;gradual;50K;NB;BOCD;0.9426;0.001;0.8699;0.0025;7077.0333;1308.3173;413559422.976;96239093.0921;6.0333;0.0682
sea;gradual;50K;NB;CUSUM;0.945;0.001;0.8753;0.0026;6.9333;0.9949;24673.9627;52.174;3.9;0.1139
sea;gradual;50K;NB;DDM;0.9398;0.0033;0.8634;0.0077;6.7667;0.8917;42223.2747;3211.9195;5.2333;0.7947
sea;gradual;50K;NB;ECDD;0.936;0.0012;0.8573;0.0029;7.4;0.9487;43708.7573;2643.4757;67.9667;2.8054
sea;gradual;50K;NB;EDDM;0.9431;0.0014;0.8718;0.0034;6.9333;1.6407;37026.1333;3196.5012;8.4;1.1461
sea;gradual;50K;NB;GMA;0.9158;0.0009;0.8063;0.0026;9.1667;5.6944;24521.0453;49.1056;0.0;0.0
sea;gradual;50K;NB;HDDMA;0.9442;0.0016;0.8743;0.0036;7.3333;0.749;30983.8507;2899.1006;3.2;0.3311
sea;gradual;50K;NB;HDDMW;0.9204;0.0023;0.8182;0.0055;27.7;41.0274;37738.496;3486.5707;0.4;0.2103
sea;gradual;50K;NB;KSWIN;0.9158;0.0004;0.8063;0.0011;23.92;5.4744;25351.5093;13.108;0.0;0.0
sea;gradual;50K;NB;PH;0.9424;0.0007;0.8716;0.0018;6.2333;0.6628;24696.4907;49.0563;2.2;0.1808
sea;gradual;50K;NB;RDDM;0.9453;0.0019;0.8759;0.0045;6.9667;0.7996;99647.8293;3212.6646;10.3667;1.6656
