generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
sine;abrupt;500K;NB;basic;0.5886;0.0005;0.1773;0.001;42.9;0.2262;15566.848;491.0872;0.0;0.0
sine;gradual;500K;NB;basic;0.5886;0.0005;0.1773;0.0011;40.5;3.9794;15349.76;0.0;0.0;0.0
sine;abrupt;500K;HT;basic;0.8419;0.0045;0.6838;0.009;41.0;0.4769;1999634.432;65493.0389;0.0;0.0
sine;gradual;500K;HT;basic;0.8413;0.0049;0.6826;0.0098;44.6;0.6032;2013265.92;65774.0342;0.0;0.0
sine;abrupt;500K;NoChange;basic;0.5056;0.0007;0.011;0.0013;11.3;0.3456;703.0;17.3268;0.0;0.0
sine;gradual;500K;NoChange;basic;0.5056;0.0006;0.011;0.0013;9.9;0.8564;623.0;17.3268;0.0;0.0
sine;abrupt;500K;MajClass;basic;0.5081;0.0002;0.0129;0.0003;14.0;0.0;809.0;17.3268;0.0;0.0
sine;gradual;500K;MajClass;basic;0.5081;0.0002;0.013;0.0003;11.9;1.0367;729.0;17.3268;0.0;0.0
sine;abrupt;500K;BOLE;basic;0.9832;0.0002;0.9665;0.0004;355.06;11.4142;48457213.5424;679299.3241;0.0;0.0
sine;abrupt;500K;BOLE;ADWIN;0.9218;0.0003;0.8435;0.0005;598.84;18.3548;644680.4992;29549.8782;0.0;0.0
sine;abrupt;500K;BOLE;CUSUM;0.9755;0.0003;0.951;0.0007;423.04;13.2312;1276408.832;80441.3987;0.0;0.0
sine;abrupt;500K;BOLE;DDM;0.9718;0.0007;0.9435;0.0014;439.98;13.3492;3215353.4464;195490.648;0.0;0.0
sine;abrupt;500K;BOLE;ECDD;0.8455;0.0002;0.6909;0.0004;466.06;14.2218;2284637.3888;8779.2743;0.0;0.0
sine;abrupt;500K;BOLE;EDDM;0.9586;0.0011;0.9172;0.0021;383.76;11.5532;4745225.8304;310020.4312;0.0;0.0
sine;abrupt;500K;BOLE;GMA;0.9832;0.0002;0.9665;0.0004;469.88;14.1366;48472732.4672;679583.2649;0.0;0.0
sine;abrupt;500K;BOLE;HDDMA;0.8684;0.0002;0.7367;0.0005;505.66;15.0817;1697854.2592;12453.0815;0.0;0.0
sine;abrupt;500K;BOLE;HDDMW;0.9001;0.0006;0.8001;0.0012;500.96;15.2767;1186826.8544;47334.5313;0.0;0.0
sine;abrupt;500K;BOLE;KSWIN;0.9383;0.0009;0.8765;0.0018;1975.976;27.0472;1089043.8246;23679.3119;0.0;0.0
sine;abrupt;500K;BOLE;PH;0.9905;0.0001;0.9809;0.0002;407.32;12.9977;5399117.824;307452.822;0.0;0.0
sine;abrupt;500K;BOLE;RDDM;0.9359;0.0016;0.8717;0.0032;431.3;14.1626;2038222.0288;85984.0933;0.0;0.0
sine;abrupt;500K;BOLE;STEPD;0.8747;0.0002;0.7494;0.0004;809.5;28.428;1707291.4432;11449.9711;0.0;0.0
sine;abrupt;500K;HT;ADWIN;0.9278;0.0009;0.8555;0.0017;75.5;1.4796;67587.072;27656.6822;97.0;4.1163
sine;abrupt;500K;HT;CUSUM;0.967;0.0017;0.934;0.0033;53.0;0.3372;410489.856;31431.2567;4.0;0.0
sine;abrupt;500K;HT;DDM;0.9659;0.0012;0.9318;0.0023;52.9;0.6264;434777.088;23669.2304;5.7;1.0145
sine;abrupt;500K;HT;ECDD;0.8971;0.0007;0.7941;0.0013;57.1;0.7873;71474.176;16931.5545;802.7;11.0568
sine;abrupt;500K;HT;EDDM;0.9576;0.0022;0.9151;0.0044;48.2;0.4524;438347.776;26736.812;32.8;7.8711
sine;abrupt;500K;HT;GMA;0.8419;0.0045;0.6838;0.009;52.8;0.8121;2002780.16;65963.8587;0.0;0.0
sine;abrupt;500K;HT;HDDMA;0.966;0.0022;0.932;0.0044;59.6;0.6032;411870.208;24658.2533;4.5;0.6079
sine;abrupt;500K;HT;HDDMW;0.9677;0.0012;0.9353;0.0023;57.3;0.4828;399515.648;29026.3651;4.0;0.0
sine;abrupt;500K;HT;KSWIN;0.9679;0.0005;0.9359;0.0009;170.88;0.9636;392074.6496;11509.4372;4.0;0.0
sine;abrupt;500K;HT;PH;0.9656;0.0008;0.9312;0.0017;49.3;0.3456;418918.4;28363.8964;4.0;0.0
