generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
sine;abrupt;100K;NB;basic;0.5885;0.0008;0.177;0.0016;11.5;3.4888;15422.1227;147.9983;0.0;0.0
sine;gradual;100K;NB;basic;0.5886;0.0007;0.1772;0.0015;8.0;0.2774;15349.76;0.0;0.0;0.0
sine;abrupt;100K;HT;basic;0.7066;0.0063;0.4132;0.0126;18.4333;17.9339;692642.4747;14928.2104;0.0;0.0
sine;gradual;100K;HT;basic;0.701;0.0049;0.402;0.0098;7.2333;0.2122;685182.976;13226.626;0.0;0.0
sine;abrupt;100K;NoChange;basic;0.5063;0.0008;0.0124;0.0017;2.0;0.0;624.6;25.3859;0.0;0.0
sine;gradual;100K;NoChange;basic;0.5063;0.0009;0.0123;0.0017;1.4333;0.1882;531.0;0.0;0.0;0.0
sine;abrupt;100K;MajClass;basic;0.5078;0.0002;0.0125;0.0004;2.8;0.1519;730.6;25.3859;0.0;0.0
sine;gradual;100K;MajClass;basic;0.5079;0.0002;0.0126;0.0003;2.0;0.0;637.0;0.0;0.0;0.0
sine;abrupt;100K;BOLE;basic;0.9569;0.0004;0.9137;0.0009;61.7267;1.4684;11226823.6117;67617.7075;0.0;0.0
sine;abrupt;100K;BOLE;ADWIN;0.9212;0.0003;0.8423;0.0007;107.7867;2.3732;587031.3472;19226.2646;0.0;0.0
sine;abrupt;100K;BOLE;BOCD;0.9134;0.0003;0.8268;0.0006;4701.5733;85.9249;225474388.5141;17835988.7598;0.0;0.0
sine;abrupt;100K;BOLE;CUSUM;0.9591;0.0006;0.9181;0.0013;74.9867;1.7092;966407.3045;32546.4876;0.0;0.0
sine;abrupt;100K;BOLE;DDM;0.9428;0.0009;0.8856;0.0017;78.6733;1.8064;1306258.6368;39610.678;0.0;0.0
sine;abrupt;100K;BOLE;ECDD;0.8451;0.0003;0.6901;0.0005;81.82;1.9803;682509.312;4318.3467;0.0;0.0
sine;abrupt;100K;BOLE;EDDM;0.9069;0.0009;0.8138;0.0017;67.6733;1.54;966231.7909;22108.287;0.0;0.0
sine;abrupt;100K;BOLE;GMA;0.9569;0.0004;0.9137;0.0009;83.0667;1.9355;11243251.3024;67720.2349;0.0;0.0
sine;abrupt;100K;BOLE;HDDMA;0.8678;0.0003;0.7356;0.0007;88.78;2.1551;576957.44;6958.8837;0.0;0.0
sine;abrupt;100K;BOLE;HDDMW;0.8962;0.0004;0.7924;0.0008;88.6667;2.1738;565269.7088;11293.3669;0.0;0.0
sine;abrupt;100K;BOLE;KSWIN;0.9223;0.0003;0.8446;0.0007;363.9387;3.7855;581654.5417;6758.4383;0.0;0.0
sine;abrupt;100K;BOLE;PH;0.9758;0.0003;0.9516;0.0006;71.2867;1.593;1641930.2059;43681.3842;0.0;0.0
sine;abrupt;100K;BOLE;RDDM;0.9154;0.0007;0.8307;0.0015;76.3467;1.705;1402016.0171;20153.7464;0.0;0.0
sine;abrupt;100K;BOLE;STEPD;0.8745;0.0003;0.749;0.0006;146.18;3.079;630268.1088;6605.9805;0.0;0.0
sine;abrupt;100K;HT;ADWIN;0.9238;0.0009;0.8476;0.0018;29.0333;20.286;77428.3947;12384.4975;20.5667;0.8244
sine;abrupt;100K;HT;CUSUM;0.9427;0.0005;0.8854;0.0011;11.5;0.4246;213607.7653;7619.1053;4.0;0.0
sine;abrupt;100K;HT;DDM;0.94;0.0014;0.88;0.0029;15.6667;4.9774;226576.7253;10391.5654;6.4667;0.7642
sine;abrupt;100K;HT;ECDD;0.8955;0.0009;0.791;0.0017;20.5667;16.5389;42093.2267;3530.5837;165.7667;4.265
sine;abrupt;100K;HT;EDDM;0.9249;0.0015;0.8497;0.003;12.0667;3.121;215257.4293;9735.093;27.6;4.7452
sine;abrupt;100K;HT;GMA;0.7066;0.0063;0.4132;0.0126;15.5667;8.045;694806.1867;14927.7915;0.0;0.0
sine;abrupt;100K;HT;HDDMA;0.9439;0.0007;0.8877;0.0014;13.7;2.0526;210713.9413;8279.1689;4.3667;0.2856
sine;abrupt;100K;HT;HDDMW;0.9444;0.0006;0.8888;0.0011;25.3;20.2368;213464.064;8501.4066;4.0;0.0
sine;abrupt;100K;HT;KSWIN;0.9442;0.0002;0.8884;0.0004;59.26;12.8771;208223.9829;3664.3555;4.0;0.0
sine;abrupt;100K;HT;PH;0.9359;0.0008;0.8717;0.0015;23.8333;22.7456;210339.84;7356.0418;4.0;0.0
sine;abrupt;100K;HT;RDDM;0.9389;0.0016;0.8777;0.0033;23.1;22.1461;279154.0053;8519.9063;9.8;1.9671
sine;abrupt;100K;HT;STEPD;0.9243;0.0012;0.8485;0.0023;46.1;25.9163;142399.488;18123.2305;43.9;4.1504
sine;abrupt;100K;NB;ADWIN;0.8901;0.0013;0.7801;0.0027;49.2667;22.781;26100.736;126.2567;4.6;0.3747
sine;abrupt;100K;NB;CUSUM;0.8933;0.0014;0.7864;0.0028;34.1667;23.5629;17877.6747;57.7252;4.5333;0.4877
sine;abrupt;100K;NB;DDM;0.8361;0.0236;0.6721;0.0473;32.1667;29.5637;28140.544;2501.2777;6.1333;1.0319
sine;abrupt;100K;NB;ECDD;0.8897;0.0009;0.7794;0.0019;27.7667;15.8979;34872.6613;2172.8535;161.7333;5.4509
sine;abrupt;100K;NB;EDDM;0.881;0.0019;0.7619;0.0039;23.4333;8.3879;32332.8;1908.1191;32.2333;6.3654
sine;abrupt;100K;NB;GMA;0.5885;0.0008;0.177;0.0016;17.9667;2.2987;17697.792;48.7208;0.0;0.0
sine;abrupt;100K;NB;HDDMA;0.8934;0.0013;0.7868;0.0026;22.0333;4.6654;21239.808;1231.9403;4.8333;0.5554
sine;abrupt;100K;NB;HDDMW;0.8946;0.0014;0.7892;0.0027;52.9667;34.2597;20848.2987;68.1082;4.6667;0.4083
sine;abrupt;100K;NB;KSWIN;0.8922;0.0025;0.7843;0.005;89.54;15.6735;18802.6197;36.4046;3.9867;0.0263
sine;abrupt;100K;NB;PH;0.8909;0.0015;0.7818;0.003;41.3333;23.2555;17922.7307;47.873;4.0;0.0
sine;abrupt;100K;NB;RDDM;0.8848;0.0035;0.7695;0.0069;26.3667;9.8971;85205.3333;2646.74;14.9667;3.028
sine;abrupt;100K;NB;STEPD;0.895;0.0013;0.7899;0.0026;106.1333;67.2609;44107.0933;2046.8547;53.0;2.6367
sine;gradual;100K;BOLE;basic;0.9443;0.0006;0.8886;0.0013;64.78;1.2958;10920779.2299;73124.3115;0.0;0.0
sine;gradual;100K;BOLE;ADWIN;0.9132;0.0003;0.8263;0.0007;110.4933;2.0502;613736.0384;20961.8564;0.0;0.0
sine;gradual;100K;BOLE;CUSUM;0.9483;0.0007;0.8966;0.0015;77.06;1.4195;1149595.4432;30113.3323;0.0;0.0
sine;gradual;100K;BOLE;DDM;0.9366;0.0007;0.8731;0.0015;81.5333;1.4947;1369807.1211;32792.6661;0.0;0.0
sine;gradual;100K;BOLE;ECDD;0.8399;0.0003;0.6796;0.0006;85.5667;1.7112;675099.5797;3917.1717;0.0;0.0
sine;gradual;100K;BOLE;EDDM;0.9034;0.0009;0.8068;0.0018;70.6333;1.304;1004882.944;25776.028;0.0;0.0
sine;gradual;100K;BOLE;GMA;0.9443;0.0006;0.8886;0.0013;87.1667;1.6605;10937067.1104;73129.34;0.0;0.0
sine;gradual;100K;BOLE;HDDMA;0.8621;0.0004;0.7241;0.0007;92.9867;1.8535;573041.8005;6731.777;0.0;0.0
sine;gradual;100K;BOLE;HDDMW;0.889;0.0004;0.7779;0.0008;92.38;1.858;569647.9232;14472.0729;0.0;0.0
sine;gradual;100K;BOLE;KSWIN;0.9149;0.0003;0.8297;0.0007;372.4653;3.2682;610039.5622;7873.0438;0.0;0.0
sine;gradual;100K;BOLE;PH;0.9643;0.0004;0.9286;0.0007;73.5467;1.4254;1521134.2507;32214.3753;0.0;0.0
sine;gradual;100K;BOLE;RDDM;0.9101;0.0007;0.8201;0.0014;78.6533;1.4605;1481847.6032;24580.649;0.0;0.0
sine;gradual;100K;BOLE;STEPD;0.8687;0.0003;0.7373;0.0006;149.6933;2.6331;633856.4779;6331.9104;0.0;0.0
sine;gradual;100K;BOLE;BOCD;0.9064;0.0003;0.8127;0.0006;5089.92;74.7338;268336470.4256;23016476.7637;0.0;0.0
sine;gradual;100K;HT;ADWIN;0.92;0.0008;0.84;0.0016;13.9333;0.3789;85127.5093;12537.2645;23.5667;0.7251
sine;gradual;100K;HT;CUSUM;0.9385;0.0007;0.877;0.0014;9.6;0.3038;203730.944;6189.4871;4.0;0.0
sine;gradual;100K;HT;DDM;0.9372;0.001;0.8744;0.002;9.6667;0.3581;219209.0453;8251.1827;5.8333;0.7145
sine;gradual;100K;HT;ECDD;0.8922;0.0009;0.7842;0.0017;10.4;0.3616;47567.5307;5815.0771;154.3;4.1141
