generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
mixed;abrupt;20K;NB;basic;0.5811;0.0007;0.1612;0.0014;1.8;0.1519;29056.3413;241.5443;0.0;0.0
mixed;gradual;20K;NB;basic;0.5817;0.0008;0.1625;0.0015;1.9333;0.2582;28938.24;0.0;0.0;0.0
mixed;abrupt;20K;HT;basic;0.6163;0.0038;0.2335;0.0078;1.5;0.1899;284283.2213;6050.9384;0.0;0.0
mixed;gradual;20K;HT;basic;0.6218;0.005;0.2436;0.01;1.9667;0.2683;274189.312;8783.1197;0.0;0.0
mixed;abrupt;20K;NoChange;basic;0.5021;0.0032;0.004;0.0064;0.0;0.0;624.6;25.3859;0.0;0.0
mixed;gradual;20K;NoChange;basic;0.5024;0.003;0.0046;0.0061;0.0;0.0;531.0;0.0;0.0;0.0
mixed;abrupt;20K;MajClass;basic;0.5047;0.001;-0.003;0.0009;0.0;0.0;730.6;25.3859;0.0;0.0
mixed;gradual;20K;MajClass;basic;0.5052;0.0009;-0.0022;0.0008;0.1;0.1139;637.0;0.0;0.0;0.0
mixed;abrupt;20K;BOLE;basic;0.8569;0.0014;0.7138;0.0028;17.22;0.4574;3122449.6128;21345.4811;0.0;0.0
mixed;abrupt;20K;BOLE;ADWIN;0.8976;0.0007;0.7952;0.0015;32.5467;0.7629;526767.5136;11868.1684;0.0;0.0
mixed;abrupt;20K;BOLE;BOCD;0.8967;0.0007;0.7933;0.0014;1231.0;43.0984;179872167.7995;14844640.9809;0.0;0.0
mixed;abrupt;20K;BOLE;CUSUM;0.91;0.0007;0.8199;0.0014;23.5467;0.6082;649529.8901;16477.3599;0.0;0.0
mixed;abrupt;20K;BOLE;DDM;0.8929;0.0009;0.7857;0.0019;25.3933;0.6737;1013306.2997;29193.8673;0.0;0.0
mixed;abrupt;20K;BOLE;ECDD;0.8341;0.0007;0.668;0.0014;27.2;0.7477;574515.4731;6920.7197;0.0;0.0
mixed;abrupt;20K;BOLE;EDDM;0.8447;0.0009;0.6894;0.0019;22.1867;0.5674;582777.1733;16672.6393;0.0;0.0
mixed;abrupt;20K;BOLE;GMA;0.8569;0.0014;0.7138;0.0028;22.6933;0.5816;3138248.1579;21311.678;0.0;0.0
mixed;abrupt;20K;BOLE;HDDMA;0.853;0.0007;0.706;0.0013;28.6067;0.7759;530528.256;8943.3827;0.0;0.0
mixed;abrupt;20K;BOLE;HDDMW;0.8679;0.0007;0.7358;0.0014;28.5533;0.7619;489110.3232;8927.4523;0.0;0.0
