generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
mixed;abrupt;500K;NB;basic;0.584;0.0002;0.167;0.0005;47.4;2.8654;29292.544;801.4913;0.0;0.0
mixed;gradual;500K;NB;basic;0.584;0.0002;0.1671;0.0005;48.0;1.1682;28938.24;0.0;0.0;0.0
mixed;abrupt;500K;HT;basic;0.8145;0.003;0.629;0.006;49.1;0.5278;3429892.096;99979.7586;0.0;0.0
mixed;gradual;500K;HT;basic;0.8122;0.004;0.6244;0.008;44.2;0.4524;3442475.008;116638.213;0.0;0.0
mixed;abrupt;500K;NoChange;basic;0.5021;0.0012;0.0041;0.0024;12.8;1.0004;703.0;17.3268;0.0;0.0
mixed;gradual;500K;NoChange;basic;0.5021;0.0012;0.004;0.0024;11.7;0.3456;623.0;17.3268;0.0;0.0
mixed;abrupt;500K;MajClass;basic;0.5063;0.0001;-0.0001;0.0;14.8;1.0004;809.0;17.3268;0.0;0.0
mixed;gradual;500K;MajClass;basic;0.5063;0.0002;-0.0001;0.0;14.7;0.3456;729.0;17.3268;0.0;0.0
mixed;abrupt;500K;HT;ADWIN;0.9003;0.0007;0.8006;0.0013;89.6;0.3694;76590.08;42125.4821;113.9;4.0949
mixed;abrupt;500K;HT;CUSUM;0.9224;0.0123;0.8447;0.0247;65.0;1.1184;392338.432;170337.1892;67.1;31.3317
mixed;abrupt;500K;HT;DDM;0.9334;0.0052;0.8667;0.0104;65.0;0.5841;503633.92;135346.8473;47.7;16.5034
mixed;abrupt;500K;HT;ECDD;0.8898;0.0014;0.7795;0.0029;73.4;0.3694;91225.088;2858.2661;572.3;17.8698
mixed;abrupt;500K;HT;EDDM;0.9151;0.0054;0.8302;0.0109;60.5;0.5058;492260.352;175050.1339;117.8;24.4964
mixed;abrupt;500K;HT;GMA;0.8145;0.003;0.629;0.006;63.0;0.5841;3433037.824;101638.6823;0.0;0.0
mixed;abrupt;500K;HT;HDDMA;0.9096;0.0041;0.8191;0.0083;75.2;1.0004;193501.184;146368.8622;132.4;15.6988
mixed;abrupt;500K;HT;HDDMW;0.9476;0.0015;0.8952;0.0031;68.5;0.377;639652.864;32813.3523;6.4;2.1645
mixed;abrupt;500K;HT;KSWIN;0.9489;0.0006;0.8979;0.0012;205.62;0.7849;620612.4032;13476.5718;4.0;0.0
mixed;abrupt;500K;HT;PH;0.9469;0.0015;0.8939;0.003;59.5;0.377;603991.04;31841.7458;4.0;0.0
mixed;abrupt;500K;HT;RDDM;0.9117;0.0059;0.8233;0.0119;70.5;0.7727;180136.96;119891.1924;193.7;35.5271
mixed;abrupt;500K;HT;STEPD;0.9107;0.0012;0.8213;0.0023;144.5;0.6079;91457.536;332.4048;232.9;8.9249
mixed;abrupt;500K;NB;ADWIN;0.9177;0.0008;0.8354;0.0016;103.0;6.3358;41669.632;111.5776;5.7;1.5472
mixed;abrupt;500K;NB;CUSUM;0.9197;0.0008;0.8394;0.0015;80.3;5.0251;31605.76;62.6584;4.0;0.0
mixed;abrupt;500K;NB;DDM;0.8966;0.0333;0.7931;0.0666;81.4;4.6994;49002.496;10328.0718;5.2;1.1584
mixed;abrupt;500K;NB;ECDD;0.8902;0.0019;0.7803;0.0037;86.1;4.7863;76291.072;6942.7779;585.8;25.3564
mixed;abrupt;500K;NB;EDDM;0.9048;0.0022;0.8095;0.0044;77.9;4.1087;56860.672;6793.94;12.3;2.0801
mixed;abrupt;500K;NB;GMA;0.584;0.0002;0.167;0.0005;79.3;4.3975;31443.968;43.4124;0.0;0.0
mixed;abrupt;500K;NB;HDDMA;0.9198;0.0009;0.8395;0.0018;88.4;4.7115;38672.384;7012.3272;4.0;0.0
mixed;abrupt;500K;NB;HDDMW;0.92;0.0008;0.84;0.0016;87.4;4.6262;34625.536;59.93;4.0;0.0
mixed;abrupt;500K;NB;KSWIN;0.92;0.0003;0.8399;0.0006;228.88;4.251;32320.7168;34.9688;4.02;0.0402
mixed;abrupt;500K;NB;PH;0.9192;0.0008;0.8383;0.0015;79.4;4.2146;31666.176;41.8958;4.0;0.0
mixed;abrupt;500K;NB;RDDM;0.9126;0.0041;0.8252;0.0081;84.8;4.9193;109486.08;9685.3713;16.1;5.0183
mixed;abrupt;500K;NB;STEPD;0.9135;0.0011;0.8269;0.0023;154.4;8.6975;78096.384;461.7455;167.0;13.1127
mixed;gradual;500K;HT;ADWIN;0.8991;0.0006;0.7982;0.0012;81.1;0.2262;99400.704;44345.0675;115.6;3.9211
mixed;gradual;500K;HT;CUSUM;0.9331;0.0086;0.8662;0.0173;57.5;0.6952;514932.736;120446.6669;38.0;20.7796
mixed;gradual;500K;HT;DDM;0.934;0.0029;0.868;0.0059;58.3;0.5889;616650.752;31718.779;49.7;14.2436
mixed;gradual;500K;HT;ECDD;0.8892;0.0014;0.7783;0.0029;66.3;0.3456;90897.408;3470.6611;567.0;16.9586
mixed;gradual;500K;HT;EDDM;0.9181;0.0054;0.8362;0.0108;54.2;0.4524;498223.104;138129.3077;101.8;26.3763
mixed;gradual;500K;HT;GMA;0.8122;0.004;0.6244;0.008;56.4;0.3694;3445620.736;116913.9253;0.0;0.0
mixed;gradual;500K;HT;HDDMA;0.9087;0.0041;0.8173;0.0082;67.9;0.5278;191776.768;170276.9594;131.8;13.9848
