generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
mixed;abrupt;100K;NB;basic;0.5835;0.0002;0.166;0.0004;7.0;0.0;29056.3413;241.5443;0.0;0.0
mixed;gradual;100K;NB;basic;0.5837;0.0002;0.1664;0.0004;6.0333;0.0682;28938.24;0.0;0.0;0.0
mixed;abrupt;100K;HT;basic;0.6628;0.0096;0.3256;0.0192;6.5;0.1899;1216697.6853;23072.2481;0.0;0.0
mixed;gradual;100K;HT;basic;0.6646;0.0083;0.3293;0.0165;6.0;0.0;1162870.784;23902.0385;0.0;0.0
mixed;abrupt;100K;NoChange;basic;0.5018;0.0015;0.0034;0.0029;1.8333;0.1415;624.6;25.3859;0.0;0.0
mixed;gradual;100K;NoChange;basic;0.5018;0.0015;0.0034;0.0029;1.0;0.0;531.0;0.0;0.0;0.0
mixed;abrupt;100K;MajClass;basic;0.5063;0.0002;-0.0005;0.0002;2.0;0.0;730.6;25.3859;0.0;0.0
mixed;gradual;100K;MajClass;basic;0.5063;0.0002;-0.0004;0.0002;2.0;0.0;637.0;0.0;0.0;0.0
mixed;abrupt;100K;BOLE;basic;0.9163;0.0008;0.8325;0.0016;73.1467;1.9502;14117747.6437;72640.8939;0.0;0.0
mixed;abrupt;100K;BOLE;ADWIN;0.9044;0.0004;0.8087;0.0008;130.06;3.2207;609959.7312;17853.4523;0.0;0.0
mixed;abrupt;100K;BOLE;CUSUM;0.9284;0.0005;0.8568;0.001;94.44;2.3331;974789.0859;49100.9613;0.0;0.0
mixed;abrupt;100K;BOLE;DDM;0.925;0.0006;0.85;0.0011;100.4133;2.4907;2213124.5056;103515.088;0.0;0.0
mixed;abrupt;100K;BOLE;ECDD;0.8346;0.0003;0.6691;0.0005;106.56;2.8668;846793.3867;5684.6131;0.0;0.0
mixed;abrupt;100K;BOLE;EDDM;0.8845;0.0009;0.7689;0.0018;88.74;2.2183;1586192.9984;44666.1159;0.0;0.0
mixed;abrupt;100K;BOLE;GMA;0.9163;0.0008;0.8325;0.0016;97.4867;2.5079;14133825.8091;72590.8454;0.0;0.0
mixed;abrupt;100K;BOLE;HDDMA;0.8538;0.0003;0.7076;0.0006;112.2267;2.9796;713657.4805;8376.6365;0.0;0.0
mixed;abrupt;100K;BOLE;HDDMW;0.8693;0.0004;0.7385;0.0008;111.9533;2.9557;580113.408;9134.6456;0.0;0.0
mixed;abrupt;100K;BOLE;KSWIN;0.9021;0.0003;0.8042;0.0006;407.3107;4.8777;598750.5357;6740.2261;0.0;0.0
mixed;abrupt;100K;BOLE;PH;0.9449;0.0006;0.8898;0.0012;86.54;2.1589;2804940.8;54281.828;0.0;0.0
mixed;abrupt;100K;BOLE;RDDM;0.8881;0.001;0.7761;0.0019;100.16;2.4035;1441092.9493;27227.2838;0.0;0.0
mixed;abrupt;100K;BOLE;STEPD;0.8589;0.0003;0.7177;0.0006;180.0867;4.5021;803067.6309;7878.3467;0.0;0.0
mixed;abrupt;100K;HT;ADWIN;0.8976;0.0012;0.7951;0.0024;12.0;0.0;85078.016;23409.2637;24.7;1.2371
mixed;abrupt;100K;HT;CUSUM;0.8984;0.0026;0.7967;0.0052;9.0333;0.0682;65221.2907;27338.5636;26.7333;1.9013
mixed;abrupt;100K;HT;DDM;0.9028;0.0019;0.8056;0.0037;9.1333;0.2133;146076.3307;49156.6231;28.3333;2.8662
mixed;abrupt;100K;HT;ECDD;0.8896;0.0013;0.7792;0.0027;10.0667;0.1363;74466.6453;4729.5059;116.5333;3.8291
mixed;abrupt;100K;HT;EDDM;0.8931;0.002;0.7861;0.004;8.2333;0.1606;162712.9173;38907.9069;45.3;4.3801
mixed;abrupt;100K;HT;GMA;0.6628;0.0096;0.3256;0.0192;8.7333;0.1679;1218095.7867;22994.2132;0.0;0.0
